"id","residentId","alphaChore","betaChore","preference"
1153,"U0A08LXH1CZ","General Tidying (U)","Water Air Plants (U)","0.6449664"
1164,"U0A08LXH1CZ","General Tidying (U)","Water Indoor Plants (U)","0.55071634"
1149,"U0A08LXH1CZ","General Tidying (U)","Water Outdoor Plants (All)","0.55071634"
2147,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Beacon's Chore App Management (U)","0.5870495"
1201,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Bring Trash Bins In From Curb (All)","0.9836233"
1195,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Check/Rebalance Hot Tub (All)","0.9222649"
1197,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Clean Countertop (U)","0.88817006"
1198,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Clean Stove (U)","0.8305964"
1190,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Collect And Recycle Plastic Bags At Grocery Store (All)","0.9638917"
1182,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Cut Out Dead Growth From Indoor Plants/Hang Vines (U)","0.86968327"
1203,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Empty Bonoloomy (U)","0.9638917"
2146,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Megan's Chore App Management (U)","0.5870495"
2164,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.99072164"
2165,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.99072164"
2166,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.99072164"
2167,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.99072164"
2168,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.99072164"
2169,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Pay Rent By 28Th Of Month (Andrew)","0.99072164"
2170,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Pay Rent By 28Th Of Month (Beacon)","0.99072164"
2171,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Pay Rent By 28Th Of Month (Bill)","0.99072164"
2172,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Pay Rent By 28Th Of Month (Megan)","0.99072164"
2173,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Pay Rent By 28Th Of Month (Savannah)","0.99072164"
1179,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Put Away Clean Dishes From Dish Rack (U)","0.5"
2161,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Put Out Trash Bins On Curb (All)","0.9836233"
1181,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Refill Ballroom Fountain (All)","0.9638917"
1185,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Refill Small Living Room Fountain (U)","0.9836233"
1186,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Run Bonozoomy (U)","0.9836233"
1202,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Spread Compost On Fruit Trees (All)","0.9638917"
2155,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Take Out The Trash (U)","0.937561"
1178,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Unload Dishwasher (U)","0.6449664"
1176,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Wash Hand Towels In Kitchen And Bathrooms (U)","0.9836233"
1196,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Water Air Plants (U)","0.6449664"
1188,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Water Indoor Plants (U)","0.55071634"
1199,"U0A08LXH1CZ","Load Dishwasher/Handwash Dirty Dishes (U)","Water Outdoor Plants (All)","0.55071634"
2265,"U0A08LXH1CZ","Megan's Chore App Management (U)","Beacon's Chore App Management (U)","0.5"
2282,"U0A08LXH1CZ","Megan's Chore App Management (U)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.9868613"
2283,"U0A08LXH1CZ","Megan's Chore App Management (U)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.9868613"
2284,"U0A08LXH1CZ","Megan's Chore App Management (U)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.9868613"
2285,"U0A08LXH1CZ","Megan's Chore App Management (U)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.9868613"
2286,"U0A08LXH1CZ","Megan's Chore App Management (U)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.9868613"
2287,"U0A08LXH1CZ","Megan's Chore App Management (U)","Pay Rent By 28Th Of Month (Andrew)","0.9868613"
2288,"U0A08LXH1CZ","Megan's Chore App Management (U)","Pay Rent By 28Th Of Month (Beacon)","0.9868613"
2289,"U0A08LXH1CZ","Megan's Chore App Management (U)","Pay Rent By 28Th Of Month (Bill)","0.9868613"
2290,"U0A08LXH1CZ","Megan's Chore App Management (U)","Pay Rent By 28Th Of Month (Megan)","0.9868613"
2291,"U0A08LXH1CZ","Megan's Chore App Management (U)","Pay Rent By 28Th Of Month (Savannah)","0.9868613"
2279,"U0A08LXH1CZ","Megan's Chore App Management (U)","Put Out Trash Bins On Curb (All)","0.9768786"
2273,"U0A08LXH1CZ","Megan's Chore App Management (U)","Take Out The Trash (U)","0.91351354"
2616,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Andrew)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.5"
2617,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Andrew)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.5"
2618,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Andrew)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.5"
2619,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Andrew)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.5"
2620,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Andrew)","Pay Rent By 28Th Of Month (Andrew)","0.5"
2621,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Andrew)","Pay Rent By 28Th Of Month (Beacon)","0.5"
2622,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Andrew)","Pay Rent By 28Th Of Month (Bill)","0.5"
2623,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Andrew)","Pay Rent By 28Th Of Month (Megan)","0.5"
2624,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Andrew)","Pay Rent By 28Th Of Month (Savannah)","0.5"
2626,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Beacon)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.5"
2627,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Beacon)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.5"
2628,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Beacon)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.5"
2629,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Beacon)","Pay Rent By 28Th Of Month (Andrew)","0.5"
2630,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Beacon)","Pay Rent By 28Th Of Month (Beacon)","0.5"
2631,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Beacon)","Pay Rent By 28Th Of Month (Bill)","0.5"
2632,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Beacon)","Pay Rent By 28Th Of Month (Megan)","0.5"
2633,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Beacon)","Pay Rent By 28Th Of Month (Savannah)","0.5"
2635,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Bill)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.5"
2636,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Bill)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.5"
2637,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Bill)","Pay Rent By 28Th Of Month (Andrew)","0.5"
2638,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Bill)","Pay Rent By 28Th Of Month (Beacon)","0.5"
2639,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Bill)","Pay Rent By 28Th Of Month (Bill)","0.5"
2640,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Bill)","Pay Rent By 28Th Of Month (Megan)","0.5"
2641,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Bill)","Pay Rent By 28Th Of Month (Savannah)","0.5"
2643,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Megan)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.5"
2644,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Megan)","Pay Rent By 28Th Of Month (Andrew)","0.5"
2645,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Megan)","Pay Rent By 28Th Of Month (Beacon)","0.5"
2646,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Megan)","Pay Rent By 28Th Of Month (Bill)","0.5"
2647,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Megan)","Pay Rent By 28Th Of Month (Megan)","0.5"
2648,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Megan)","Pay Rent By 28Th Of Month (Savannah)","0.5"
2650,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Savannah)","Pay Rent By 28Th Of Month (Andrew)","0.5"
2651,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Savannah)","Pay Rent By 28Th Of Month (Beacon)","0.5"
2652,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Savannah)","Pay Rent By 28Th Of Month (Bill)","0.5"
2653,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Savannah)","Pay Rent By 28Th Of Month (Megan)","0.5"
2654,"U0A08LXH1CZ","Pay Bills Within 24 Hours Of Megans Message (Savannah)","Pay Rent By 28Th Of Month (Savannah)","0.5"
2656,"U0A08LXH1CZ","Pay Rent By 28Th Of Month (Andrew)","Pay Rent By 28Th Of Month (Beacon)","0.5"
2657,"U0A08LXH1CZ","Pay Rent By 28Th Of Month (Andrew)","Pay Rent By 28Th Of Month (Bill)","0.5"
2658,"U0A08LXH1CZ","Pay Rent By 28Th Of Month (Andrew)","Pay Rent By 28Th Of Month (Megan)","0.5"
2659,"U0A08LXH1CZ","Pay Rent By 28Th Of Month (Andrew)","Pay Rent By 28Th Of Month (Savannah)","0.5"
2661,"U0A08LXH1CZ","Pay Rent By 28Th Of Month (Beacon)","Pay Rent By 28Th Of Month (Bill)","0.5"
2662,"U0A08LXH1CZ","Pay Rent By 28Th Of Month (Beacon)","Pay Rent By 28Th Of Month (Megan)","0.5"
2663,"U0A08LXH1CZ","Pay Rent By 28Th Of Month (Beacon)","Pay Rent By 28Th Of Month (Savannah)","0.5"
2665,"U0A08LXH1CZ","Pay Rent By 28Th Of Month (Bill)","Pay Rent By 28Th Of Month (Megan)","0.5"
2666,"U0A08LXH1CZ","Pay Rent By 28Th Of Month (Bill)","Pay Rent By 28Th Of Month (Savannah)","0.5"
2668,"U0A08LXH1CZ","Pay Rent By 28Th Of Month (Megan)","Pay Rent By 28Th Of Month (Savannah)","0.5"
2178,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Beacon's Chore App Management (U)","0.5870495"
1221,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Bring Trash Bins In From Curb (All)","0.9836233"
1216,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Check/Rebalance Hot Tub (All)","0.9222649"
1224,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Clean Countertop (U)","0.88817006"
1226,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Clean Stove (U)","0.8305964"
1232,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Collect And Recycle Plastic Bags At Grocery Store (All)","0.9638917"
1237,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Cut Out Dead Growth From Indoor Plants/Hang Vines (U)","0.86968327"
1219,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Empty Bonoloomy (U)","0.9638917"
2177,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Megan's Chore App Management (U)","0.5870495"
2195,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.99072164"
2196,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.99072164"
2197,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.99072164"
2198,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.99072164"
2199,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.99072164"
2200,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Pay Rent By 28Th Of Month (Andrew)","0.99072164"
2201,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Pay Rent By 28Th Of Month (Beacon)","0.99072164"
2202,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Pay Rent By 28Th Of Month (Bill)","0.99072164"
2203,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Pay Rent By 28Th Of Month (Megan)","0.99072164"
2204,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Pay Rent By 28Th Of Month (Savannah)","0.99072164"
2192,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Put Out Trash Bins On Curb (All)","0.9836233"
1236,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Refill Ballroom Fountain (All)","0.9638917"
1229,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Refill Small Living Room Fountain (U)","0.9836233"
1234,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Run Bonozoomy (U)","0.9836233"
1222,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Spread Compost On Fruit Trees (All)","0.9638917"
2186,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Take Out The Trash (U)","0.937561"
1218,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Unload Dishwasher (U)","0.6449664"
1238,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Wash Hand Towels In Kitchen And Bathrooms (U)","0.9836233"
1223,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Water Air Plants (U)","0.6449664"
1233,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Water Indoor Plants (U)","0.55071634"
1220,"U0A08LXH1CZ","Put Away Clean Dishes From Dish Rack (U)","Water Outdoor Plants (All)","0.55071634"
2582,"U0A08LXH1CZ","Put Out Trash Bins On Curb (All)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.64"
2583,"U0A08LXH1CZ","Put Out Trash Bins On Curb (All)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.64"
2584,"U0A08LXH1CZ","Put Out Trash Bins On Curb (All)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.64"
2585,"U0A08LXH1CZ","Put Out Trash Bins On Curb (All)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.64"
2586,"U0A08LXH1CZ","Put Out Trash Bins On Curb (All)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.64"
2587,"U0A08LXH1CZ","Put Out Trash Bins On Curb (All)","Pay Rent By 28Th Of Month (Andrew)","0.64"
2588,"U0A08LXH1CZ","Put Out Trash Bins On Curb (All)","Pay Rent By 28Th Of Month (Beacon)","0.64"
2589,"U0A08LXH1CZ","Put Out Trash Bins On Curb (All)","Pay Rent By 28Th Of Month (Bill)","0.64"
2590,"U0A08LXH1CZ","Put Out Trash Bins On Curb (All)","Pay Rent By 28Th Of Month (Megan)","0.64"
2591,"U0A08LXH1CZ","Put Out Trash Bins On Curb (All)","Pay Rent By 28Th Of Month (Savannah)","0.64"
2304,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Beacon's Chore App Management (U)","0.050561797"
1857,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Cut Out Dead Growth From Indoor Plants/Hang Vines (U)","0.2"
2277,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Megan's Chore App Management (U)","0.050561797"
2555,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.8"
2556,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.8"
2557,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.8"
2558,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.8"
2559,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.8"
2560,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Pay Rent By 28Th Of Month (Andrew)","0.8"
2561,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Pay Rent By 28Th Of Month (Beacon)","0.8"
2562,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Pay Rent By 28Th Of Month (Bill)","0.8"
2563,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Pay Rent By 28Th Of Month (Megan)","0.8"
2564,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Pay Rent By 28Th Of Month (Savannah)","0.8"
2552,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Put Out Trash Bins On Curb (All)","0.6923077"
2484,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Take Out The Trash (U)","0.36"
1856,"U0A08LXH1CZ","Refill Ballroom Fountain (All)","Wash Hand Towels In Kitchen And Bathrooms (U)","0.6923077"
2307,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Beacon's Chore App Management (U)","0.023121387"
1795,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Cut Out Dead Growth From Indoor Plants/Hang Vines (U)","0.1"
2280,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Megan's Chore App Management (U)","0.023121387"
2594,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.64"
2595,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.64"
2596,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.64"
2597,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.64"
2598,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.64"
2599,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Pay Rent By 28Th Of Month (Andrew)","0.64"
2600,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Pay Rent By 28Th Of Month (Beacon)","0.64"
2601,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Pay Rent By 28Th Of Month (Bill)","0.64"
2602,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Pay Rent By 28Th Of Month (Megan)","0.64"
2603,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Pay Rent By 28Th Of Month (Savannah)","0.64"
2580,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Put Out Trash Bins On Curb (All)","0.5"
1796,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Refill Ballroom Fountain (All)","0.30769232"
1798,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Run Bonozoomy (U)","0.5"
2487,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Take Out The Trash (U)","0.2"
1794,"U0A08LXH1CZ","Refill Small Living Room Fountain (U)","Wash Hand Towels In Kitchen And Bathrooms (U)","0.5"
2308,"U0A08LXH1CZ","Run Bonozoomy (U)","Beacon's Chore App Management (U)","0.023121387"
1818,"U0A08LXH1CZ","Run Bonozoomy (U)","Cut Out Dead Growth From Indoor Plants/Hang Vines (U)","0.1"
2281,"U0A08LXH1CZ","Run Bonozoomy (U)","Megan's Chore App Management (U)","0.023121387"
2605,"U0A08LXH1CZ","Run Bonozoomy (U)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.64"
2606,"U0A08LXH1CZ","Run Bonozoomy (U)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.64"
2607,"U0A08LXH1CZ","Run Bonozoomy (U)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.64"
2608,"U0A08LXH1CZ","Run Bonozoomy (U)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.64"
2609,"U0A08LXH1CZ","Run Bonozoomy (U)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.64"
2610,"U0A08LXH1CZ","Run Bonozoomy (U)","Pay Rent By 28Th Of Month (Andrew)","0.64"
2611,"U0A08LXH1CZ","Run Bonozoomy (U)","Pay Rent By 28Th Of Month (Beacon)","0.64"
2612,"U0A08LXH1CZ","Run Bonozoomy (U)","Pay Rent By 28Th Of Month (Bill)","0.64"
2613,"U0A08LXH1CZ","Run Bonozoomy (U)","Pay Rent By 28Th Of Month (Megan)","0.64"
2614,"U0A08LXH1CZ","Run Bonozoomy (U)","Pay Rent By 28Th Of Month (Savannah)","0.64"
2581,"U0A08LXH1CZ","Run Bonozoomy (U)","Put Out Trash Bins On Curb (All)","0.5"
1819,"U0A08LXH1CZ","Run Bonozoomy (U)","Refill Ballroom Fountain (All)","0.30769232"
2488,"U0A08LXH1CZ","Run Bonozoomy (U)","Take Out The Trash (U)","0.2"
1817,"U0A08LXH1CZ","Run Bonozoomy (U)","Wash Hand Towels In Kitchen And Bathrooms (U)","0.5"
2302,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Beacon's Chore App Management (U)","0.050561797"
1489,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Check/Rebalance Hot Tub (All)","0.30769232"
1491,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Clean Countertop (U)","0.22929937"
1492,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Clean Stove (U)","0.15517241"
1471,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Collect And Recycle Plastic Bags At Grocery Store (All)","0.5"
1464,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Cut Out Dead Growth From Indoor Plants/Hang Vines (U)","0.2"
2275,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Megan's Chore App Management (U)","0.050561797"
2524,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.8"
2525,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.8"
2526,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.8"
2527,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.8"
2528,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.8"
2529,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Pay Rent By 28Th Of Month (Andrew)","0.8"
2530,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Pay Rent By 28Th Of Month (Beacon)","0.8"
2531,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Pay Rent By 28Th Of Month (Bill)","0.8"
2532,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Pay Rent By 28Th Of Month (Megan)","0.8"
2533,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Pay Rent By 28Th Of Month (Savannah)","0.8"
2521,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Put Out Trash Bins On Curb (All)","0.6923077"
1463,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Refill Ballroom Fountain (All)","0.5"
1460,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Refill Small Living Room Fountain (U)","0.6923077"
1461,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Run Bonozoomy (U)","0.6923077"
2482,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Take Out The Trash (U)","0.36"
1465,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Wash Hand Towels In Kitchen And Bathrooms (U)","0.6923077"
1490,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Water Air Plants (U)","0.063716814"
1472,"U0A08LXH1CZ","Spread Compost On Fruit Trees (All)","Water Indoor Plants (U)","0.043902438"
2489,"U0A08LXH1CZ","Take Out The Trash (U)","Pay Bills Within 24 Hours Of Megans Message (Andrew)","0.8767123"
2490,"U0A08LXH1CZ","Take Out The Trash (U)","Pay Bills Within 24 Hours Of Megans Message (Beacon)","0.8767123"
2491,"U0A08LXH1CZ","Take Out The Trash (U)","Pay Bills Within 24 Hours Of Megans Message (Bill)","0.8767123"
2492,"U0A08LXH1CZ","Take Out The Trash (U)","Pay Bills Within 24 Hours Of Megans Message (Megan)","0.8767123"
2493,"U0A08LXH1CZ","Take Out The Trash (U)","Pay Bills Within 24 Hours Of Megans Message (Savannah)","0.8767123"
2494,"U0A08LXH1CZ","Take Out The Trash (U)","Pay Rent By 28Th Of Month (Andrew)","0.8767123"
2495,"U0A08LXH1CZ","Take Out The Trash (U)","Pay Rent By 28Th Of Month (Beacon)","0.8767123"
2496,"U0A08LXH1CZ","Take Out The Trash (U)","Pay Rent By 28Th Of Month (Bill)","0.8767123"
2497,"U0A08LXH1CZ","Take Out The Trash (U)","Pay Rent By 28Th Of Month (Megan)","0.8767123"
2498,"U0A08LXH1CZ","Take Out The Trash (U)","Pay Rent By 28Th Of Month (Savannah)","0.8767123"
2486,"U0A08LXH1CZ","Take Out The Trash (U)","Put Out Trash Bins On Curb (All)","0.8"
2294,"U0A08LXH1CZ","Unload Dishwasher (U)","Beacon's Chore App Management (U)","0.43900415"
1279,"U0A08LXH1CZ","Unload Dishwasher (U)","Bring Trash Bins In From Curb (All)","0.9706422"
